"date","tmin","tmax","rain","year","month","day","wy"
"7656",09/16/62,7.280142299,15.48672508,0,1962,9,16,1962
"7657",09/17/62,7.65288218148,12.01632876,0,1962,9,17,1962
"7658",09/18/62,7.65288218148,12.01632876,11.61,1962,9,18,1962
"7659",09/19/62,6.16857872089,9.24500508,27.09,1962,9,19,1962
"7660",09/20/62,5.42975502526,10.28737232,30.96,1962,9,20,1962
"7661",09/21/62,6.54131860337,11.67303416,0,1962,9,21,1962
"7662",09/22/62,7.65288218148,14.79389416,0,1962,9,22,1962
"7663",09/23/62,6.16857872089,14.44435784,0,1962,9,23,1962
"7664",09/24/62,6.90740241652,15.13718876,0,1962,9,24,1962
"7665",09/25/62,8.75778969026,18.60758508,0,1962,9,25,1962
"7666",09/26/62,9.86935326837,19.99324692,0,1962,9,26,1962
"7667",09/27/62,10.608176964,20.34278324,0,1962,9,27,1962
"7668",09/28/62,10.98091684648,19.300416,0,1962,9,28,1962
"7669",09/29/62,10.23543708152,19.300416,0,1962,9,29,1962
"7670",09/30/62,10.608176964,20.34278324,0,1962,9,30,1962
"7671",10/01/62,10.608176964,18.95087968,0,1962,10,1,1963
"7672",10/02/62,10.23543708152,19.99324692,0,1962,10,2,1963
"7673",10/03/62,9.86935326837,18.25804876,0,1962,10,3,1963
"7674",10/04/62,9.86935326837,17.22192324,3.87,1962,10,4,1963
"7675",10/05/62,5.80249490774,14.44435784,0,1962,10,5,1963
"7676",10/06/62,5.80249490774,12.70915968,0,1962,10,6,1963
"7677",10/07/62,6.90740241652,14.79389416,0,1962,10,7,1963
"7678",10/08/62,6.90740241652,15.48672508,0,1962,10,8,1963
"7679",10/09/62,6.16857872089,15.13718876,3.87,1962,10,9,1963
"7680",10/10/62,6.90740241652,14.79389416,0,1962,10,10,1963
"7681",10/11/62,6.54131860337,14.79389416,1.29,1962,10,11,1963
"7682",10/12/62,2.47446024274,7.50980692,55.47,1962,10,12,1963
"7683",10/13/62,2.47446024274,9.58829968,0,1962,10,13,1963
"7684",10/14/62,4.69093132963,13.75152692,0,1962,10,14,1963
"7685",10/15/62,5.80249490774,15.48672508,0,1962,10,15,1963
"7686",10/16/62,5.80249490774,13.058696,14.19,1962,10,16,1963
"7687",10/17/62,5.06367121211,8.89546876,10.32,1962,10,17,1963
"7688",10/18/62,5.80249490774,12.01632876,0,1962,10,18,1963
"7689",10/19/62,5.80249490774,11.67303416,0,1962,10,19,1963
"7690",10/20/62,6.16857872089,9.937836,0,1962,10,20,1963
"7691",10/21/62,5.42975502526,11.32349784,0,1962,10,21,1963
"7692",10/22/62,6.54131860337,13.75152692,0,1962,10,22,1963
"7693",10/23/62,5.80249490774,12.70915968,0,1962,10,23,1963
"7694",10/24/62,3.952107634,10.28737232,1.29,1962,10,24,1963
"7695",10/25/62,4.32484751648,13.058696,0,1962,10,25,1963
"7696",10/26/62,7.280142299,15.13718876,0,1962,10,26,1963
"7697",10/27/62,5.80249490774,14.10106324,0,1962,10,27,1963
"7698",10/28/62,6.90740241652,15.13718876,0,1962,10,28,1963
"7699",10/29/62,6.16857872089,14.44435784,0,1962,10,29,1963
"7700",10/30/62,5.42975502526,11.67303416,6.45,1962,10,30,1963
"7701",10/31/62,3.21328393837,9.24500508,0,1962,10,31,1963
"7702",11/01/62,4.69093132963,11.32349784,0,1962,11,1,1963
"7703",11/02/62,3.21328393837,12.01632876,0,1962,11,2,1963
"7704",11/03/62,4.69093132963,10.28737232,6.45,1962,11,3,1963
"7705",11/04/62,2.84054405589,8.20263784,0,1962,11,4,1963
"7706",11/05/62,4.69093132963,8.89546876,5.16,1962,11,5,1963
"7707",11/06/62,4.69093132963,9.24500508,77.4,1962,11,6,1963
"7708",11/07/62,0.25133308652,4.73848324,18.06,1962,11,7,1963
"7709",11/08/62,0.624072969,5.77460876,0,1962,11,8,1963
"7710",11/09/62,3.952107634,11.67303416,0,1962,11,9,1963
"7711",11/10/62,4.69093132963,13.40823232,0,1962,11,10,1963
"7712",11/11/62,5.42975502526,14.10106324,0,1962,11,11,1963
"7713",11/12/62,5.80249490774,13.75152692,0,1962,11,12,1963
"7714",11/13/62,6.54131860337,14.44435784,0,1962,11,13,1963
"7715",11/14/62,4.69093132963,12.70915968,0,1962,11,14,1963
"7716",11/15/62,5.42975502526,10.98020324,81.27,1962,11,15,1963
"7717",11/16/62,-0.11475072663,6.46743968,41.28,1962,11,16,1963
"7718",11/17/62,-0.48749060911,5.08177784,0,1962,11,17,1963
"7719",11/18/62,0.25133308652,6.12414508,0,1962,11,18,1963
"7720",11/19/62,0.99681285148,8.55217416,0,1962,11,19,1963
"7721",11/20/62,2.10172036026,6.816976,68.37,1962,11,20,1963
"7722",11/21/62,0.624072969,5.08177784,33.54,1962,11,21,1963
"7723",11/22/62,-0.11475072663,4.73848324,0,1962,11,22,1963
"7724",11/23/62,1.36289666463,7.16651232,0,1962,11,23,1963
"7725",11/24/62,3.21328393837,6.46743968,20.64,1962,11,24,1963
"7726",11/25/62,1.36289666463,6.816976,0,1962,11,25,1963
"7727",11/26/62,1.73563654711,8.20263784,0,1962,11,26,1963
"7728",11/27/62,3.57936775152,11.32349784,0,1962,11,27,1963
"7729",11/28/62,3.952107634,10.63066692,0,1962,11,28,1963
"7730",11/29/62,3.952107634,11.67303416,0,1962,11,29,1963
"7731",11/30/62,3.57936775152,10.98020324,0,1962,11,30,1963
"7732",12/01/62,3.21328393837,11.67303416,0,1962,12,1,1963
"7733",12/02/62,2.47446024274,11.32349784,0,1962,12,2,1963
"7734",12/03/62,2.47446024274,10.63066692,0,1962,12,3,1963
"7735",12/04/62,2.84054405589,10.98020324,0,1962,12,4,1963
"7736",12/05/62,2.84054405589,12.01632876,0,1962,12,5,1963
"7737",12/06/62,3.21328393837,11.32349784,0,1962,12,6,1963
"7738",12/07/62,3.952107634,11.67303416,0,1962,12,7,1963
"7739",12/08/62,3.21328393837,11.67303416,0,1962,12,8,1963
"7740",12/09/62,0.624072969,10.28737232,29.67,1962,12,9,1963
"7741",12/10/62,-3.81552527411,1.61762324,21.93,1962,12,10,1963
"7742",12/11/62,-3.44278539163,3.696116,0,1962,12,11,1963
"7743",12/12/62,-2.703961696,4.38894692,0,1962,12,12,1963
"7744",12/13/62,-2.33122181352,6.46743968,0,1962,12,13,1963
"7745",12/14/62,0.25133308652,8.89546876,0,1962,12,14,1963
"7746",12/15/62,0.99681285148,8.89546876,0,1962,12,15,1963
"7747",12/16/62,2.47446024274,9.937836,0,1962,12,16,1963
"7748",12/17/62,2.84054405589,10.63066692,0,1962,12,17,1963
"7749",12/18/62,2.47446024274,12.01632876,0,1962,12,18,1963
"7750",12/19/62,1.36289666463,8.89546876,0,1962,12,19,1963
"7751",12/20/62,2.47446024274,9.58829968,0,1962,12,20,1963
"7752",12/21/62,0.624072969,7.85934324,0,1962,12,21,1963
"7753",12/22/62,0.624072969,6.12414508,0,1962,12,22,1963
"7754",12/23/62,0.624072969,8.20263784,0,1962,12,23,1963
"7755",12/24/62,2.84054405589,12.70915968,0,1962,12,24,1963
"7756",12/25/62,2.10172036026,10.28737232,0,1962,12,25,1963
"7757",12/26/62,2.10172036026,9.24500508,0,1962,12,26,1963
"7758",12/27/62,3.21328393837,11.32349784,0,1962,12,27,1963
"7759",12/28/62,3.952107634,11.32349784,0,1962,12,28,1963
"7760",12/29/62,3.952107634,12.36586508,0,1962,12,29,1963
"7761",12/30/62,4.69093132963,12.36586508,0,1962,12,30,1963
"7762",12/31/62,4.32484751648,12.36586508,0,1962,12,31,1963
"7763",01/01/63,5.06367121211,14.10106324,0,1963,1,1,1963
"7764",01/02/63,2.84054405589,13.40823232,0,1963,1,2,1963
"7765",01/03/63,0.99681285148,8.20263784,0,1963,1,3,1963
"7766",01/04/63,1.36289666463,10.28737232,0,1963,1,4,1963
"7767",01/05/63,0.624072969,7.50980692,0,1963,1,5,1963
"7768",01/06/63,0.99681285148,8.89546876,0,1963,1,6,1963
"7769",01/07/63,2.10172036026,6.46743968,0,1963,1,7,1963
"7770",01/08/63,0.99681285148,5.08177784,0,1963,1,8,1963
"7771",01/09/63,0.624072969,8.20263784,0,1963,1,9,1963
"7772",01/10/63,-0.85357442226,8.20263784,0,1963,1,10,1963
"7773",01/11/63,-0.11475072663,5.43131416,0,1963,1,11,1963
"7774",01/12/63,0.25133308652,7.16651232,0,1963,1,12,1963
"7775",01/13/63,-0.11475072663,6.46743968,0,1963,1,13,1963
"7776",01/14/63,-0.85357442226,7.50980692,2.58,1963,1,14,1963
"7777",01/15/63,-0.48749060911,4.38894692,0,1963,1,15,1963
"7778",01/16/63,0.25133308652,8.89546876,0,1963,1,16,1963
"7779",01/17/63,0.624072969,8.89546876,0,1963,1,17,1963
"7780",01/18/63,-0.11475072663,6.46743968,2.58,1963,1,18,1963
"7781",01/19/63,0.25133308652,4.04565232,5.16,1963,1,19,1963
"7782",01/20/63,-0.48749060911,6.816976,0,1963,1,20,1963
"7783",01/21/63,0.25133308652,5.43131416,46.44,1963,1,21,1963
"7784",01/22/63,-1.59239811789,0.92479232,91.59,1963,1,22,1963
"7785",01/23/63,-4.92043278289,-0.11757492,27.09,1963,1,23,1963
"7786",01/24/63,-4.92043278289,1.61762324,0,1963,1,24,1963
"7787",01/25/63,-3.44278539163,6.12414508,0,1963,1,25,1963
"7788",01/26/63,-0.48749060911,7.50980692,0,1963,1,26,1963
"7789",01/27/63,0.624072969,7.16651232,0,1963,1,27,1963
"7790",01/28/63,0.99681285148,9.58829968,0,1963,1,28,1963
"7791",01/29/63,1.36289666463,9.58829968,0,1963,1,29,1963
"7792",01/30/63,2.47446024274,10.28737232,0,1963,1,30,1963
"7793",01/31/63,2.10172036026,10.28737232,0,1963,1,31,1963
"7794",02/01/63,2.47446024274,11.32349784,0,1963,2,1,1963
"7795",02/02/63,2.47446024274,10.63066692,0,1963,2,2,1963
"7796",02/03/63,0.99681285148,9.937836,0,1963,2,3,1963
"7797",02/04/63,0.99681285148,9.24500508,0,1963,2,4,1963
"7798",02/05/63,2.10172036026,10.98020324,0,1963,2,5,1963
"7799",02/06/63,-0.11475072663,10.28737232,0,1963,2,6,1963
"7800",02/07/63,-0.48749060911,7.16651232,0,1963,2,7,1963
"7801",02/08/63,0.25133308652,8.20263784,0,1963,2,8,1963
"7802",02/09/63,1.36289666463,9.937836,0,1963,2,9,1963
"7803",02/10/63,1.73563654711,11.67303416,0,1963,2,10,1963
"7804",02/11/63,0.99681285148,10.28737232,0,1963,2,11,1963
"7805",02/12/63,-1.59239811789,5.43131416,0,1963,2,12,1963
"7806",02/13/63,-1.96513800037,7.16651232,0,1963,2,13,1963
"7807",02/14/63,-2.703961696,3.00328508,0,1963,2,14,1963
"7808",02/15/63,-1.96513800037,5.08177784,0,1963,2,15,1963
"7809",02/16/63,-2.703961696,3.696116,1.29,1963,2,16,1963
"7810",02/17/63,-1.96513800037,4.73848324,0,1963,2,17,1963
"7811",02/18/63,0.624072969,9.937836,0,1963,2,18,1963
"7812",02/19/63,2.10172036026,10.98020324,0,1963,2,19,1963
"7813",02/20/63,1.73563654711,10.63066692,0,1963,2,20,1963
"7814",02/21/63,0.624072969,10.28737232,0,1963,2,21,1963
"7815",02/22/63,0.99681285148,8.55217416,0,1963,2,22,1963
"7816",02/23/63,0.624072969,7.85934324,0,1963,2,23,1963
"7817",02/24/63,0.25133308652,8.20263784,0,1963,2,24,1963
"7818",02/25/63,0.624072969,6.816976,0,1963,2,25,1963
"7819",02/26/63,-2.33122181352,4.04565232,0,1963,2,26,1963
"7820",02/27/63,-1.96513800037,5.43131416,0,1963,2,27,1963
"7821",02/28/63,-0.11475072663,8.55217416,0,1963,2,28,1963
"7822",03/01/63,-1.22631430474,7.50980692,10.32,1963,3,1,1963
"7823",03/02/63,-0.85357442226,5.08177784,0,1963,3,2,1963
"7824",03/03/63,-2.703961696,6.12414508,33.54,1963,3,3,1963
"7825",03/04/63,-4.92043278289,0.575256,5.16,1963,3,4,1963
"7826",03/05/63,-3.81552527411,4.73848324,0,1963,3,5,1963
"7827",03/06/63,0.25133308652,9.24500508,0,1963,3,6,1963
"7828",03/07/63,-1.59239811789,4.73848324,0,1963,3,7,1963
"7829",03/08/63,-3.07670157848,1.61762324,11.61,1963,3,8,1963
"7830",03/09/63,-4.92043278289,0.92479232,3.87,1963,3,9,1963
"7831",03/10/63,-4.55434896974,3.696116,0,1963,3,10,1963
"7832",03/11/63,-0.11475072663,7.50980692,0,1963,3,11,1963
"7833",03/12/63,-0.11475072663,5.77460876,0,1963,3,12,1963
"7834",03/13/63,0.99681285148,7.50980692,25.8,1963,3,13,1963
"7835",03/14/63,-2.703961696,3.696116,19.35,1963,3,14,1963
"7836",03/15/63,-2.33122181352,4.73848324,0,1963,3,15,1963
"7837",03/16/63,-0.11475072663,8.20263784,0,1963,3,16,1963
"7838",03/17/63,3.21328393837,8.55217416,0,1963,3,17,1963
"7839",03/18/63,3.21328393837,10.63066692,0,1963,3,18,1963
"7840",03/19/63,2.47446024274,11.67303416,0,1963,3,19,1963
"7841",03/20/63,2.47446024274,10.63066692,0,1963,3,20,1963
"7842",03/21/63,2.84054405589,10.63066692,0,1963,3,21,1963
"7843",03/22/63,2.47446024274,10.63066692,0,1963,3,22,1963
"7844",03/23/63,-1.22631430474,3.34657968,56.76,1963,3,23,1963
"7845",03/24/63,-0.85357442226,1.96091784,78.69,1963,3,24,1963
"7846",03/25/63,-2.33122181352,2.31045416,42.57,1963,3,25,1963
"7847",03/26/63,-5.65925647852,2.65374876,11.61,1963,3,26,1963
"7848",03/27/63,-4.18160908726,5.77460876,0,1963,3,27,1963
"7849",03/28/63,0.25133308652,8.89546876,0,1963,3,28,1963
"7850",03/29/63,1.73563654711,10.63066692,0,1963,3,29,1963
"7851",03/30/63,2.84054405589,10.98020324,0,1963,3,30,1963
"7852",03/31/63,3.57936775152,12.70915968,0,1963,3,31,1963
"7853",04/01/63,3.57936775152,12.70915968,0,1963,4,1,1963
"7854",04/02/63,3.21328393837,9.58829968,42.57,1963,4,2,1963
"7855",04/03/63,-0.11475072663,4.73848324,33.54,1963,4,3,1963
"7856",04/04/63,-2.33122181352,3.00328508,2.58,1963,4,4,1963
"7857",04/05/63,-1.22631430474,4.73848324,0,1963,4,5,1963
"7858",04/06/63,1.36289666463,8.20263784,0,1963,4,6,1963
"7859",04/07/63,-2.33122181352,4.73848324,2.58,1963,4,7,1963
"7860",04/08/63,-1.96513800037,4.73848324,0,1963,4,8,1963
"7861",04/09/63,0.624072969,6.816976,0,1963,4,9,1963
"7862",04/10/63,2.84054405589,10.28737232,0,1963,4,10,1963
"7863",04/11/63,2.10172036026,11.67303416,0,1963,4,11,1963
"7864",04/12/63,3.57936775152,10.98020324,0,1963,4,12,1963
"7865",04/13/63,3.21328393837,11.32349784,0,1963,4,13,1963
"7866",04/14/63,4.32484751648,12.36586508,0,1963,4,14,1963
"7867",04/15/63,4.69093132963,13.75152692,0,1963,4,15,1963
"7868",04/16/63,4.69093132963,14.79389416,0,1963,4,16,1963
"7869",04/17/63,5.06367121211,15.13718876,0,1963,4,17,1963
"7870",04/18/63,3.952107634,15.13718876,0,1963,4,18,1963
"7871",04/19/63,3.21328393837,9.937836,0,1963,4,19,1963
"7872",04/20/63,1.73563654711,8.20263784,15.48,1963,4,20,1963
"7873",04/21/63,0.624072969,5.08177784,3.87,1963,4,21,1963
"7874",04/22/63,2.10172036026,7.16651232,0,1963,4,22,1963
"7875",04/23/63,2.84054405589,9.24500508,0,1963,4,23,1963
"7876",04/24/63,-1.22631430474,9.24500508,3.87,1963,4,24,1963
"7877",04/25/63,-1.96513800037,2.65374876,2.58,1963,4,25,1963
"7878",04/26/63,-1.22631430474,3.34657968,2.58,1963,4,26,1963
"7879",04/27/63,1.36289666463,5.77460876,0,1963,4,27,1963
"7880",04/28/63,1.73563654711,9.937836,0,1963,4,28,1963
"7881",04/29/63,4.69093132963,13.40823232,0,1963,4,29,1963
"7882",04/30/63,4.69093132963,9.58829968,0,1963,4,30,1963
"7883",05/01/63,3.952107634,9.58829968,0,1963,5,1,1963
"7884",05/02/63,2.47446024274,8.20263784,0,1963,5,2,1963
"7885",05/03/63,0.25133308652,5.43131416,6.45,1963,5,3,1963
"7886",05/04/63,-1.22631430474,4.73848324,0,1963,5,4,1963
"7887",05/05/63,2.10172036026,4.38894692,9.03,1963,5,5,1963
"7888",05/06/63,0.25133308652,3.34657968,16.77,1963,5,6,1963
"7889",05/07/63,-0.11475072663,5.43131416,50.31,1963,5,7,1963
"7890",05/08/63,-0.48749060911,3.696116,19.35,1963,5,8,1963
"7891",05/09/63,0.99681285148,7.50980692,0,1963,5,9,1963
"7892",05/10/63,2.84054405589,10.28737232,0,1963,5,10,1963
"7893",05/11/63,3.952107634,11.67303416,0,1963,5,11,1963
"7894",05/12/63,5.06367121211,11.67303416,0,1963,5,12,1963
"7895",05/13/63,5.06367121211,15.13718876,0,1963,5,13,1963
"7896",05/14/63,5.42975502526,15.13718876,0,1963,5,14,1963
"7897",05/15/63,3.21328393837,13.058696,0,1963,5,15,1963
"7898",05/16/63,5.42975502526,13.40823232,0,1963,5,16,1963
"7899",05/17/63,5.42975502526,14.10106324,0,1963,5,17,1963
"7900",05/18/63,4.32484751648,11.67303416,0,1963,5,18,1963
"7901",05/19/63,6.16857872089,10.98020324,0,1963,5,19,1963
"7902",05/20/63,6.90740241652,16.179556,0,1963,5,20,1963
"7903",05/21/63,6.90740241652,15.48672508,0,1963,5,21,1963
"7904",05/22/63,6.54131860337,14.10106324,0,1963,5,22,1963
"7905",05/23/63,5.80249490774,14.44435784,0,1963,5,23,1963
"7906",05/24/63,5.80249490774,13.75152692,0,1963,5,24,1963
"7907",05/25/63,7.280142299,15.13718876,0,1963,5,25,1963
"7908",05/26/63,7.280142299,13.75152692,0,1963,5,26,1963
"7909",05/27/63,7.280142299,14.79389416,16.77,1963,5,27,1963
"7910",05/28/63,2.84054405589,10.63066692,16.77,1963,5,28,1963
"7911",05/29/63,2.84054405589,7.16651232,1.29,1963,5,29,1963
"7912",05/30/63,3.952107634,9.58829968,0,1963,5,30,1963
"7913",05/31/63,3.952107634,11.67303416,0,1963,5,31,1963
"7914",06/01/63,6.90740241652,14.44435784,0,1963,6,1,1963
"7915",06/02/63,7.280142299,15.83001968,0,1963,6,2,1963
"7916",06/03/63,6.90740241652,15.13718876,0,1963,6,3,1963
"7917",06/04/63,6.16857872089,12.70915968,0,1963,6,4,1963
"7918",06/05/63,8.01896599463,14.44435784,0,1963,6,5,1963
"7919",06/06/63,8.01896599463,14.44435784,0,1963,6,6,1963
"7920",06/07/63,7.280142299,14.79389416,0,1963,6,7,1963
"7921",06/08/63,6.16857872089,13.058696,0,1963,6,8,1963
"7922",06/09/63,4.69093132963,9.24500508,6.45,1963,6,9,1963
"7923",06/10/63,2.47446024274,7.50980692,16.77,1963,6,10,1963
"7924",06/11/63,2.47446024274,7.50980692,2.58,1963,6,11,1963
"7925",06/12/63,3.952107634,7.16651232,0,1963,6,12,1963
"7926",06/13/63,6.16857872089,13.058696,0,1963,6,13,1963
"7927",06/14/63,7.65288218148,14.79389416,0,1963,6,14,1963
"7928",06/15/63,9.13052957274,15.48672508,0,1963,6,15,1963
"7929",06/16/63,8.75778969026,17.22192324,0,1963,6,16,1963
"7930",06/17/63,6.54131860337,15.13718876,0,1963,6,17,1963
"7931",06/18/63,5.42975502526,12.36586508,3.87,1963,6,18,1963
"7932",06/19/63,5.80249490774,10.28737232,0,1963,6,19,1963
"7933",06/20/63,5.06367121211,12.36586508,0,1963,6,20,1963
"7934",06/21/63,6.54131860337,13.40823232,0,1963,6,21,1963
"7935",06/22/63,7.280142299,14.44435784,0,1963,6,22,1963
"7936",06/23/63,8.75778969026,15.83001968,0,1963,6,23,1963
"7937",06/24/63,8.39170587711,18.25804876,0,1963,6,24,1963
"7938",06/25/63,10.98091684648,19.300416,0,1963,6,25,1963
"7939",06/26/63,11.34700065963,20.34278324,0,1963,6,26,1963
"7940",06/27/63,11.34700065963,20.68607784,0,1963,6,27,1963
"7941",06/28/63,8.39170587711,18.95087968,0,1963,6,28,1963
"7942",06/29/63,6.90740241652,15.83001968,0,1963,6,29,1963
"7943",06/30/63,7.65288218148,16.179556,0,1963,6,30,1963
"7944",07/01/63,8.01896599463,15.48672508,0,1963,7,1,1963
"7945",07/02/63,8.01896599463,16.87238692,0,1963,7,2,1963
"7946",07/03/63,8.01896599463,15.83001968,0,1963,7,3,1963
"7947",07/04/63,7.280142299,15.83001968,0,1963,7,4,1963
"7948",07/05/63,6.90740241652,16.179556,0,1963,7,5,1963
"7949",07/06/63,6.90740241652,14.44435784,0,1963,7,6,1963
"7950",07/07/63,9.13052957274,15.48672508,0,1963,7,7,1963
"7951",07/08/63,9.13052957274,17.56521784,0,1963,7,8,1963
"7952",07/09/63,9.49661338589,17.91475416,0,1963,7,9,1963
"7953",07/10/63,8.01896599463,17.22192324,0,1963,7,10,1963
"7954",07/11/63,6.90740241652,18.25804876,0,1963,7,11,1963
"7955",07/12/63,11.34700065963,20.34278324,0,1963,7,12,1963
"7956",07/13/63,12.45856423774,20.34278324,0,1963,7,13,1963
"7957",07/14/63,11.34700065963,19.99324692,0,1963,7,14,1963
"7958",07/15/63,9.13052957274,20.34278324,0,1963,7,15,1963
"7959",07/16/63,9.49661338589,17.91475416,0,1963,7,16,1963
"7960",07/17/63,9.49661338589,16.52909232,0,1963,7,17,1963
"7961",07/18/63,10.98091684648,17.91475416,0,1963,7,18,1963
"7962",07/19/63,9.86935326837,19.300416,0,1963,7,19,1963
"7963",07/20/63,9.49661338589,19.300416,0,1963,7,20,1963
"7964",07/21/63,8.01896599463,18.25804876,0,1963,7,21,1963
"7965",07/22/63,7.280142299,18.60758508,0,1963,7,22,1963
"7966",07/23/63,9.86935326837,17.91475416,0,1963,7,23,1963
"7967",07/24/63,10.608176964,18.60758508,0,1963,7,24,1963
"7968",07/25/63,13.19738793337,18.95087968,0,1963,7,25,1963
"7969",07/26/63,12.08582435526,19.64995232,0,1963,7,26,1963
"7970",07/27/63,12.82464805089,21.03561416,0,1963,7,27,1963
"7971",07/28/63,12.08582435526,19.64995232,0,1963,7,28,1963
"7972",07/29/63,11.34700065963,17.56521784,1.29,1963,7,29,1963
"7973",07/30/63,11.34700065963,19.99324692,0,1963,7,30,1963
"7974",07/31/63,10.98091684648,19.99324692,0,1963,7,31,1963
"7975",08/01/63,9.49661338589,18.60758508,0,1963,8,1,1963
"7976",08/02/63,8.75778969026,18.25804876,0,1963,8,2,1963
"7977",08/03/63,6.90740241652,15.83001968,0,1963,8,3,1963
"7978",08/04/63,9.13052957274,16.87238692,0,1963,8,4,1963
"7979",08/05/63,10.608176964,18.25804876,0,1963,8,5,1963
"7980",08/06/63,11.34700065963,18.95087968,0,1963,8,6,1963
"7981",08/07/63,11.71974054211,18.95087968,0,1963,8,7,1963
"7982",08/08/63,11.71974054211,18.60758508,0,1963,8,8,1963
"7983",08/09/63,8.75778969026,17.56521784,0,1963,8,9,1963
"7984",08/10/63,11.71974054211,18.25804876,0,1963,8,10,1963
"7985",08/11/63,12.82464805089,19.99324692,0,1963,8,11,1963
"7986",08/12/63,9.86935326837,18.95087968,0,1963,8,12,1963
"7987",08/13/63,10.608176964,19.64995232,0,1963,8,13,1963
"7988",08/14/63,10.608176964,18.25804876,0,1963,8,14,1963
"7989",08/15/63,9.13052957274,17.56521784,0,1963,8,15,1963
"7990",08/16/63,7.280142299,17.56521784,0,1963,8,16,1963
"7991",08/17/63,9.86935326837,18.95087968,0,1963,8,17,1963
"7992",08/18/63,9.49661338589,18.60758508,0,1963,8,18,1963
"7993",08/19/63,12.08582435526,20.34278324,0,1963,8,19,1963
"7994",08/20/63,11.34700065963,17.91475416,0,1963,8,20,1963
"7995",08/21/63,11.71974054211,18.95087968,0,1963,8,21,1963
"7996",08/22/63,11.71974054211,18.95087968,0,1963,8,22,1963
"7997",08/23/63,12.45856423774,19.300416,0,1963,8,23,1963
"7998",08/24/63,12.82464805089,20.34278324,0,1963,8,24,1963
"7999",08/25/63,13.19738793337,19.64995232,0,1963,8,25,1963
"8000",08/26/63,13.19738793337,20.34278324,0,1963,8,26,1963
"8001",08/27/63,12.45856423774,19.300416,0,1963,8,27,1963
"8002",08/28/63,10.608176964,17.56521784,0,1963,8,28,1963
"8003",08/29/63,8.75778969026,16.87238692,0,1963,8,29,1963
"8004",08/30/63,9.13052957274,16.179556,0,1963,8,30,1963
"8005",08/31/63,9.86935326837,16.52909232,0,1963,8,31,1963
"8006",09/01/63,7.65288218148,16.179556,0,1963,9,1,1963
"8007",09/02/63,3.952107634,9.937836,43.86,1963,9,2,1963
"8008",09/03/63,4.32484751648,9.24500508,0,1963,9,3,1963
"8009",09/04/63,5.06367121211,13.40823232,0,1963,9,4,1963
"8010",09/05/63,8.75778969026,16.179556,0,1963,9,5,1963
"8011",09/06/63,8.75778969026,16.52909232,0,1963,9,6,1963
"8012",09/07/63,8.39170587711,16.179556,0,1963,9,7,1963
"8013",09/08/63,7.280142299,14.44435784,0,1963,9,8,1963
"8014",09/09/63,4.69093132963,15.83001968,0,1963,9,9,1963
"8015",09/10/63,6.90740241652,15.48672508,0,1963,9,10,1963
"8016",09/11/63,10.23543708152,15.83001968,0,1963,9,11,1963
"8017",09/12/63,10.23543708152,16.52909232,0,1963,9,12,1963
"8018",09/13/63,10.608176964,17.22192324,0,1963,9,13,1963
"8019",09/14/63,10.23543708152,17.91475416,0,1963,9,14,1963
"8020",09/15/63,8.39170587711,15.13718876,0,1963,9,15,1963
"8021",09/16/63,8.75778969026,14.79389416,0,1963,9,16,1963
"8022",09/17/63,10.98091684648,17.91475416,0,1963,9,17,1963
"8023",09/18/63,10.23543708152,17.91475416,0,1963,9,18,1963
"8024",09/19/63,7.65288218148,15.83001968,0,1963,9,19,1963
"8025",09/20/63,8.39170587711,13.40823232,0,1963,9,20,1963
"8026",09/21/63,9.49661338589,16.179556,0,1963,9,21,1963
"8027",09/22/63,8.01896599463,15.48672508,0,1963,9,22,1963
"8028",09/23/63,8.01896599463,14.10106324,0,1963,9,23,1963
"8029",09/24/63,8.75778969026,15.48672508,0,1963,9,24,1963
"8030",09/25/63,11.71974054211,18.25804876,0,1963,9,25,1963
"8031",09/26/63,11.34700065963,18.60758508,0,1963,9,26,1963
"8032",09/27/63,10.23543708152,16.87238692,0,1963,9,27,1963
"8033",09/28/63,8.39170587711,15.83001968,0,1963,9,28,1963
"8034",09/29/63,9.13052957274,15.83001968,0,1963,9,29,1963
"8035",09/30/63,8.75778969026,15.83001968,0,1963,9,30,1963
"8036",10/01/63,8.75778969026,14.79389416,0,1963,10,1,1964
"8037",10/02/63,11.34700065963,17.22192324,0,1963,10,2,1964
"8038",10/03/63,12.08582435526,18.60758508,0,1963,10,3,1964
"8039",10/04/63,12.08582435526,19.300416,0,1963,10,4,1964
"8040",10/05/63,12.08582435526,17.91475416,0,1963,10,5,1964
"8041",10/06/63,12.45856423774,18.25804876,0,1963,10,6,1964
"8042",10/07/63,13.19738793337,18.95087968,0,1963,10,7,1964
"8043",10/08/63,10.98091684648,18.60758508,0,1963,10,8,1964
"8044",10/09/63,9.86935326837,18.95087968,0,1963,10,9,1964
"8045",10/10/63,9.13052957274,15.83001968,0,1963,10,10,1964
"8046",10/11/63,9.13052957274,15.13718876,0,1963,10,11,1964
"8047",10/12/63,10.608176964,16.179556,0,1963,10,12,1964
"8048",10/13/63,9.86935326837,15.48672508,0,1963,10,13,1964
"8049",10/14/63,9.13052957274,14.79389416,0,1963,10,14,1964
"8050",10/15/63,9.13052957274,15.48672508,0,1963,10,15,1964
"8051",10/16/63,10.23543708152,16.179556,0,1963,10,16,1964
